,deposit
6107,0
8357,0
7485,0
5261,0
2100,1
7377,0
2101,1
4213,0
5015,0
1548,1
4620,0
3323,1
5224,0
355,1
1461,1
7761,0
3220,1
7597,0
5670,0
1751,1
5756,0
5464,0
1772,1
1196,1
1878,1
2668,1
3171,1
2016,1
2005,1
3893,0
3237,1
4424,0
2078,1
396,1
2788,1
7311,0
4072,0
7255,0
8479,0
1519,1
7063,0
1378,1
1023,1
2587,1
5995,0
2857,1
7143,0
1629,1
4526,0
3523,1
5597,0
3607,1
7817,0
234,1
7707,0
3796,0
4118,0
3800,0
8291,0
6464,0
1948,1
7782,0
5428,0
3492,1
2671,1
7294,0
2224,1
1106,1
7224,0
818,1
4523,0
6832,0
6761,0
7772,0
888,1
2437,1
817,1
3414,1
2341,1
7200,0
3167,1
6486,0
5774,0
1264,1
4449,0
8079,0
6562,0
6180,0
1228,1
6650,0
52,1
5269,0
6195,0
159,1
5425,0
1587,1
1589,1
4993,0
4753,0
5532,0
3858,0
7524,0
2828,1
436,1
5863,0
3878,0
1588,1
2780,1
7126,0
6474,0
8166,0
973,1
1238,1
2951,1
2342,1
5259,0
7477,0
1497,1
4545,0
4257,0
2422,1
7775,0
6163,0
7538,0
2092,1
2015,1
7248,0
6400,0
187,1
4942,0
3655,1
3426,1
5770,0
1381,1
5363,0
413,1
3336,1
3606,1
3175,1
6395,0
8244,0
5607,0
256,1
5086,0
200,1
2235,1
1767,1
4236,0
6277,0
1572,1
24,1
6932,0
1088,1
4674,0
2694,1
7177,0
3398,1
3559,1
7398,0
2841,1
2311,1
7066,0
3234,1
4152,0
1309,1
695,1
7232,0
3752,1
1227,1
1999,1
276,1
6692,0
5097,0
6948,0
7785,0
5942,0
8235,0
4117,0
5064,0
1137,1
2767,1
5887,0
5717,0
942,1
7064,0
3935,0
2384,1
115,1
6135,0
8474,0
3119,1
4258,0
4830,0
6314,0
2819,1
3822,0
7295,0
7566,0
7025,0
3802,0
3536,1
3825,0
6613,0
1946,1
6595,0
5138,0
3488,1
1610,1
4677,0
6813,0
4761,0
2194,1
5749,0
557,1
5794,0
1207,1
5067,0
8417,0
1510,1
3829,0
3732,1
5720,0
3211,1
3630,1
5994,0
5998,0
266,1
1140,1
3162,1
6240,0
8047,0
1909,1
5257,0
7467,0
656,1
6215,0
5633,0
998,1
5340,0
2834,1
7441,0
1237,1
7298,0
6940,0
6706,0
2186,1
1134,1
1303,1
1627,1
6847,0
1522,1
358,1
138,1
299,1
1556,1
382,1
6073,0
5006,0
6974,0
7559,0
7738,0
7089,0
6053,0
7518,0
2721,1
1932,1
7897,0
7872,0
7920,0
4163,0
6980,0
3807,0
7479,0
5030,0
4154,0
4172,0
796,1
2416,1
785,1
3158,1
123,1
2172,1
6470,0
7486,0
7617,0
4340,0
910,1
2309,1
8197,0
3634,1
1257,1
4458,0
1178,1
4652,0
3650,1
442,1
6734,0
1399,1
1457,1
6130,0
1054,1
3275,1
8415,0
3699,1
3759,1
929,1
6217,0
1829,1
8060,0
4221,0
8032,0
7887,0
6322,0
2011,1
6660,0
7604,0
3219,1
2606,1
3264,1
6641,0
5836,0
6,1
2980,1
3361,1
4774,0
1943,1
6578,0
8062,0
8099,0
6743,0
5624,0
8057,0
3134,1
5584,0
2242,1
1474,1
6518,0
1889,1
3435,1
5462,0
3705,1
2021,1
4020,0
6899,0
6266,0
6758,0
2658,1
1130,1
5288,0
7930,0
5378,0
4318,0
8115,0
4144,0
4669,0
1236,1
8355,0
7866,0
2282,1
5956,0
7656,0
4093,0
5629,0
7446,0
386,1
1628,1
3585,1
5327,0
2714,1
5162,0
6252,0
7659,0
3189,1
8467,0
4305,0
909,1
6636,0
1866,1
1842,1
2497,1
7172,0
5686,0
5558,0
4006,0
2702,1
7204,0
331,1
5140,0
5167,0
2459,1
1774,1
6447,0
5738,0
2686,1
7384,0
7115,0
6121,0
6455,0
6760,0
8220,0
6263,0
6607,0
173,1
5976,0
4615,0
3321,1
8230,0
3372,1
3311,1
8089,0
6161,0
6874,0
5858,0
4679,0
3403,1
18,1
3691,1
6630,0
4096,0
3628,1
7333,0
2174,1
1356,1
5313,0
7941,0
3112,1
182,1
6850,0
6934,0
1812,1
5665,0
6262,0
4912,0
1800,1
2429,1
6775,0
5397,0
8345,0
6112,0
5843,0
5417,0
4987,0
8283,0
4650,0
1159,1
1213,1
8425,0
1325,1
5398,0
4796,0
1455,1
5133,0
4962,0
6716,0
1644,1
2140,1
4536,0
4457,0
7078,0
4378,0
729,1
4357,0
5574,0
1936,1
3793,0
8172,0
7545,0
6264,0
1110,1
7118,0
2998,1
2394,1
1185,1
2007,1
193,1
7001,0
578,1
771,1
2395,1
1478,1
1846,1
7326,0
4274,0
3740,1
4600,0
6296,0
5832,0
4915,0
2073,1
4754,0
1896,1
7356,0
3659,1
2379,1
1447,1
342,1
8390,0
2527,1
727,1
4577,0
976,1
6188,0
3516,1
7937,0
8310,0
3940,0
1299,1
8042,0
660,1
1492,1
5908,0
6106,0
6423,0
2315,1
8130,0
8065,0
1085,1
2524,1
6333,0
3198,1
5940,0
5955,0
67,1
6965,0
2269,1
6194,0
5279,0
6907,0
7300,0
3447,1
2367,1
6412,0
5862,0
2512,1
2723,1
7454,0
6494,0
1143,1
8266,0
5338,0
6032,0
7505,0
4728,0
5829,0
3789,0
2220,1
5075,0
2331,1
5598,0
6963,0
7684,0
4088,0
1967,1
7137,0
6859,0
8086,0
4365,0
423,1
7579,0
1904,1
7945,0
3917,0
3618,1
839,1
4596,0
6282,0
141,1
7234,0
1377,1
3674,1
6924,0
8405,0
4741,0
3808,0
1138,1
2257,1
5661,0
1787,1
3938,0
5697,0
8063,0
459,1
8007,0
948,1
3700,1
1336,1
4628,0
6976,0
1602,1
2238,1
639,1
8339,0
3830,0
7776,0
5737,0
6067,0
7829,0
1070,1
155,1
2295,1
5593,0
4578,0
1089,1
2940,1
7401,0
4384,0
930,1
2909,1
5646,0
8034,0
3247,1
7953,0
6519,0
6436,0
5038,0
7758,0
8447,0
8162,0
1698,1
8228,0
8470,0
5933,0
3831,0
7979,0
7967,0
985,1
1821,1
7697,0
587,1
8284,0
5077,0
6092,0
7973,0
8466,0
5572,0
6956,0
3557,1
1395,1
264,1
3547,1
5487,0
8354,0
5025,0
7600,0
3864,0
8495,0
2400,1
6345,0
3711,1
246,1
1594,1
1529,1
7927,0
923,1
5426,0
8134,0
669,1
3604,1
5108,0
1910,1
6118,0
3958,0
2696,1
2591,1
1781,1
3013,1
2307,1
7514,0
3690,1
687,1
612,1
5498,0
3200,1
2267,1
8306,0
6672,0
1898,1
5553,0
258,1
2924,1
4943,0
2822,1
3339,1
3525,1
4563,0
5223,0
2285,1
7396,0
7006,0
484,1
2211,1
5436,0
2555,1
7,1
3657,1
7855,0
4874,0
4402,0
2426,1
1814,1
8145,0
2274,1
1011,1
7549,0
1067,1
1991,1
3970,0
6243,0
7685,0
7672,0
3867,0
7813,0
3048,1
781,1
2675,1
1749,1
2791,1
4979,0
1091,1
6065,0
7399,0
7452,0
7109,0
5055,0
2608,1
7287,0
2290,1
1727,1
610,1
4666,0
343,1
6137,0
6838,0
3750,1
7397,0
7637,0
3215,1
97,1
5515,0
5176,0
1537,1
3588,1
5331,0
3648,1
6973,0
5427,0
1517,1
5061,0
7705,0
4624,0
4272,0
3669,1
2090,1
572,1
7962,0
6651,0
7272,0
3062,1
5563,0
6354,0
5700,0
5682,0
5874,0
4479,0
7715,0
370,1
1938,1
6208,0
7552,0
3670,1
3652,1
5201,0
2361,1
4260,0
4991,0
7768,0
7888,0
3737,1
5403,0
6054,0
6091,0
1171,1
5710,0
1422,1
7969,0
7706,0
7407,0
874,1
2297,1
2643,1
7580,0
5347,0
840,1
581,1
204,1
1641,1
2014,1
3253,1
5416,0
905,1
631,1
7490,0
5628,0
1974,1
162,1
4998,0
5990,0
7865,0
7567,0
4713,0
875,1
1431,1
4643,0
5080,0
7371,0
5480,0
7746,0
7850,0
2856,1
1861,1
2659,1
3384,1
8039,0
8301,0
5807,0
6120,0
4733,0
3331,1
7978,0
6603,0
6119,0
2096,1
2003,1
7424,0
5017,0
546,1
1449,1
7458,0
2610,1
1900,1
6906,0
2757,1
1885,1
8342,0
6652,0
2097,1
7610,0
7864,0
836,1
3471,1
4697,0
7710,0
2171,1
7520,0
7451,0
398,1
2010,1
5166,0
8314,0
1283,1
6187,0
6418,0
4256,0
1836,1
7263,0
1019,1
6349,0
1326,1
6647,0
475,1
2810,1
6592,0
1651,1
8126,0
7478,0
2528,1
1206,1
5701,0
7757,0
6750,0
8016,0
867,1
2974,1
7815,0
5093,0
5433,0
541,1
5195,0
1132,1
8356,0
6912,0
3390,1
6312,0
2962,1
4155,0
3259,1
5694,0
8440,0
2583,1
2813,1
6804,0
7581,0
5174,0
6044,0
3586,1
7516,0
5740,0
7447,0
2630,1
7014,0
5594,0
5036,0
1080,1
4283,0
2085,1
2452,1
4966,0
2023,1
5798,0
6742,0
226,1
1013,1
1929,1
6191,0
5251,0
1404,1
2179,1
697,1
1124,1
3895,0
7584,0
5110,0
1778,1
5601,0
2634,1
3489,1
1037,1
2256,1
7561,0
2613,1
313,1
2649,1
2281,1
6291,0
2547,1
7879,0
5132,0
2159,1
3137,1
8344,0
3967,0
1428,1
6232,0
2520,1
5639,0
6351,0
8288,0
6596,0
448,1
8382,0
1284,1
3727,1
361,1
5230,0
7059,0
6983,0
5149,0
2460,1
22,1
2066,1
1653,1
702,1
6553,0
2743,1
1376,1
7122,0
2468,1
3754,1
2325,1
460,1
5163,0
4183,0
7194,0
4082,0
1486,1
3678,1
282,1
4558,0
4308,0
4865,0
3537,1
6170,0
2581,1
1368,1
7895,0
8413,0
597,1
4351,0
7117,0
4758,0
646,1
8234,0
6271,0
3468,1
5608,0
2990,1
7792,0
4875,0
2544,1
6524,0
5341,0
6431,0
4066,0
3988,0
2160,1
685,1
5599,0
3243,1
6789,0
4083,0
2837,1
3697,1
4941,0
7671,0
4040,0
2230,1
6408,0
2320,1
4878,0
521,1
522,1
5345,0
6845,0
7052,0
7048,0
6624,0
780,1
6857,0
6398,0
651,1
6547,0
2196,1
369,1
5751,0
4214,0
377,1
6171,0
2216,1
6682,0
1613,1
7857,0
3632,1
962,1
7878,0
8211,0
6688,0
5948,0
359,1
3839,0
5873,0
1246,1
7061,0
5087,0
3694,1
7391,0
6437,0
2567,1
3423,1
2037,1
772,1
5380,0
8046,0
3562,1
562,1
8053,0
5510,0
5330,0
5810,0
4531,0
1674,1
365,1
5762,0
5677,0
4327,0
147,1
7694,0
3088,1
7692,0
407,1
8084,0
3456,1
4182,0
3576,1
3271,1
4940,0
1031,1
5744,0
8330,0
855,1
3926,0
78,1
2247,1
6502,0
7998,0
8051,0
6787,0
7362,0
788,1
2279,1
4095,0
3897,0
7739,0
7276,0
3631,1
6573,0
424,1
392,1
6554,0
16,1
4200,0
2672,1
8010,0
5931,0
3493,1
1459,1
6336,0
5927,0
5822,0
3835,0
7647,0
5683,0
6790,0
8277,0
4724,0
6807,0
2355,1
4798,0
2442,1
5937,0
8035,0
6821,0
464,1
163,1
7573,0
7841,0
8302,0
241,1
2009,1
3084,1
900,1
5542,0
6861,0
4837,0
2293,1
5733,0
4481,0
5302,0
4605,0
3716,1
7269,0
1764,1
1549,1
3029,1
6629,0
2044,1
767,1
5693,0
1508,1
3302,1
4517,0
4219,0
7279,0
5741,0
3292,1
819,1
1403,1
1382,1
2148,1
5671,0
1638,1
608,1
399,1
882,1
3565,1
7824,0
1179,1
5448,0
4244,0
5218,0
7693,0
2130,1
5078,0
456,1
6673,0
7982,0
1950,1
5372,0
689,1
6927,0
8340,0
1953,1
5636,0
2710,1
6481,0
6517,0
4349,0
7595,0
1884,1
6610,0
7740,0
2494,1
3036,1
5777,0
3603,1
845,1
542,1
3724,1
4187,0
3679,1
6994,0
5934,0
7165,0
7261,0
2964,1
2529,1
7882,0
1048,1
1960,1
2530,1
6462,0
237,1
4917,0
1133,1
7246,0
4259,0
8396,0
6488,0
6597,0
5656,0
6915,0
2978,1
6939,0
7562,0
6746,0
5924,0
6559,0
3919,0
3138,1
7814,0
5789,0
4073,0
7519,0
3229,1
1826,1
5548,0
593,1
2725,1
4137,0
560,1
6868,0
6179,0
243,1
5435,0
4437,0
6087,0
405,1
1442,1
261,1
5884,0
8443,0
1689,1
1725,1
8157,0
4930,0
2496,1
5899,0
340,1
6124,0
1601,1
5782,0
4576,0
3725,1
2556,1
2785,1
1523,1
6542,0
8321,0
8112,0
6638,0
7083,0
1766,1
4551,0
4037,0
8183,0
6928,0
7103,0
8190,0
363,1
5367,0
8448,0
7874,0
4725,0
4443,0
6984,0
8085,0
2562,1
6140,0
8029,0
5519,0
8128,0
3083,1
8068,0
2102,1
632,1
2493,1
2665,1
7952,0
4406,0
6451,0
6234,0
2334,1
8459,0
3619,1
5561,0
3883,0
7209,0
4211,0
1494,1
2401,1
3874,0
1232,1
2661,1
2817,1
7258,0
8001,0
8334,0
6959,0
4153,0
6543,0
3061,1
7481,0
8449,0
1735,1
2823,1
8303,0
7203,0
2475,1
2564,1
8480,0
7372,0
6786,0
707,1
3046,1
7468,0
5189,0
6701,0
5472,0
72,1
4448,0
5860,0
4839,0
4131,0
5101,0
1190,1
2601,1
1125,1
1241,1
5974,0
7845,0
7228,0
7852,0
3351,1
5094,0
4008,0
1577,1
3906,0
3729,1
4358,0
5922,0
1343,1
8484,0
7563,0
440,1
1100,1
2637,1
6193,0
649,1
1546,1
6679,0
6700,0
2852,1
3503,1
6328,0
630,1
4768,0
1249,1
6009,0
482,1
1584,1
4676,0
1462,1
3040,1
5010,0
6753,0
3273,1
3683,1
4145,0
8268,0
6192,0
4954,0
3225,1
1072,1
4815,0
2631,1
1660,1
5752,0
2425,1
5079,0
7380,0
5902,0
6674,0
3097,1
3976,0
7838,0
1300,1
6247,0
5481,0
7535,0
5495,0
5291,0
1408,1
1845,1
1798,1
3957,0
1475,1
6361,0
35,1
6681,0
444,1
2359,1
3654,1
6888,0
3179,1
1286,1
6512,0
4445,0
3416,1
2137,1
2636,1
4016,0
4097,0
1681,1
8279,0
6389,0
5767,0
5275,0
1692,1
6483,0
7403,0
3635,1
372,1
6745,0
6012,0
5453,0
5921,0
4882,0
4565,0
140,1
4884,0
4419,0
8159,0
7201,0
714,1
5923,0
5243,0
3188,1
7735,0
4431,0
6153,0
406,1
20,1
1004,1
4986,0
2411,1
2545,1
6583,0
2390,1
7039,0
42,1
2830,1
5859,0
3371,1
3022,1
3364,1
4399,0
5252,0
11,1
4760,0
1177,1
1947,1
2501,1
7599,0
2863,1
3865,0
1026,1
3848,0
2989,1
961,1
2889,1
3015,1
3338,1
6754,0
6207,0
735,1
4400,0
1440,1
8276,0
2875,1
3986,0
916,1
7309,0
7515,0
4089,0
8087,0
6851,0
2772,1
1624,1
7503,0
821,1
1367,1
3712,1
8368,0
7867,0
850,1
1000,1
7827,0
4114,0
1637,1
1667,1
4589,0
3173,1
6684,0
1347,1
6848,0
3230,1
6890,0
6747,0
4783,0
6853,0
3232,1
5704,0
7167,0
703,1
5105,0
6985,0
3291,1
3673,1
2408,1
8077,0
1327,1
8152,0
5773,0
6095,0
5406,0
7183,0
6083,0
4909,0
4440,0
7319,0
986,1
6961,0
7947,0
7527,0
8082,0
4049,0
3485,1
6089,0
2474,1
5238,0
3873,0
1198,1
4181,0
1518,1
8098,0
5477,0
1799,1
1014,1
128,1
1364,1
6755,0
4470,0
891,1
2793,1
7353,0
5455,0
4403,0
5757,0
3923,0
5413,0
8338,0
3249,1
7430,0
1208,1
3868,0
7906,0
4065,0
7489,0
6664,0
1239,1
2289,1
2740,1
275,1
4585,0
1035,1
1229,1
1008,1
7142,0
5178,0
3828,0
2532,1
4293,0
1058,1
6521,0
281,1
1043,1
1316,1
968,1
2381,1
7588,0
1939,1
6308,0
1274,1
619,1
6380,0
1742,1
1390,1
7135,0
5943,0
1579,1
1655,1
3568,1
2352,1
2212,1
6116,0
8469,0
6052,0
3178,1
3192,1
1307,1
6099,0
575,1
2360,1
5802,0
8432,0
1280,1
7129,0
4957,0
7249,0
5897,0
5724,0
1993,1
2639,1
269,1
629,1
6510,0
3081,1
3466,1
7645,0
4396,0
4023,0
8259,0
5543,0
5568,0
2046,1
4356,0
6885,0
2113,1
27,1
2040,1
3928,0
7915,0
3216,1
8160,0
3814,0
129,1
7179,0
6104,0
2278,1
4599,0
13,1
7510,0
4476,0
7334,0
1525,1
2365,1
4648,0
3052,1
4005,0
2340,1
374,1
7011,0
7523,0
939,1
3369,1
5718,0
4573,0
2147,1
3591,1
6930,0
7951,0
7363,0
6164,0
3623,1
529,1
3714,1
7021,0
4732,0
1269,1
4281,0
1394,1
4850,0
4009,0
4390,0
1797,1
2979,1
1441,1
6572,0
2625,1
3811,0
5631,0
1273,1
4703,0
1712,1
8282,0
955,1
6586,0
7000,0
7747,0
8041,0
403,1
2071,1
8269,0
1977,1
158,1
5844,0
3888,0
5451,0
902,1
352,1
5326,0
6078,0
6236,0
4540,0
4130,0
754,1
5833,0
2971,1
1082,1
2920,1
311,1
4644,0
661,1
1989,1
3665,1
306,1
2335,1
4790,0
2356,1
3702,1
3804,0
1927,1
7676,0
3427,1
749,1
3638,1
6392,0
1266,1
6429,0
6671,0
8017,0
3595,1
2134,1
5066,0
4109,0
4969,0
4904,0
514,1
7831,0
409,1
6556,0
8476,0
3461,1
7583,0
207,1
7130,0
458,1
2054,1
2430,1
250,1
7475,0
5437,0
1107,1
7110,0
5979,0
1713,1
3911,0
7055,0
715,1
552,1
1439,1
2270,1
3144,1
2056,1
1925,1
634,1
6082,0
316,1
7586,0
8217,0
5424,0
427,1
6522,0
105,1
3041,1
4238,0
2169,1
1709,1
89,1
2241,1
3174,1
6560,0
6259,0
1949,1
4044,0
8362,0
2848,1
6368,0
1,1
6139,0
4337,0
6047,0
935,1
7495,0
2720,1
8455,0
5205,0
6725,0
591,1
8331,0
6594,0
2936,1
2448,1
1576,1
7053,0
7314,0
213,1
778,1
7411,0
3496,1
6880,0
2043,1
7943,0
5420,0
6154,0
1567,1
165,1
4702,0
3566,1
7058,0
8271,0
5439,0
2013,1
273,1
3860,0
4167,0
6992,0
3788,0
5183,0
394,1
583,1
8420,0
8482,0
8118,0
7202,0
8436,0
7090,0
520,1
1763,1
1875,1
5355,0
3965,0
3344,1
2253,1
3224,1
526,1
2946,1
4473,0
3899,0
5655,0
692,1
6059,0
959,1
4444,0
6342,0
6131,0
3633,1
5805,0
1050,1
590,1
519,1
3380,1
3676,1
5776,0
7221,0
5179,0
1607,1
3610,1
8285,0
8493,0
1809,1
791,1
792,1
8203,0
1855,1
1980,1
3233,1
3598,1
933,1
3963,0
6533,0
5626,0
5506,0
6072,0
8129,0
4179,0
4026,0
7759,0
6446,0
4116,0
988,1
6770,0
3453,1
8000,0
3778,1
5658,0
7349,0
3093,1
3155,1
5069,0
5806,0
3201,1
7074,0
1098,1
7278,0
2844,1
886,1
3342,1
6805,0
6096,0
515,1
8080,0
4833,0
1453,1
3553,1
3609,1
7065,0
4665,0
2506,1
2994,1
3999,0
6222,0
8407,0
906,1
28,1
7512,0
2507,1
2428,1
5043,0
5346,0
762,1
3747,1
4811,0
284,1
686,1
8093,0
2353,1
6353,0
7051,0
7522,0
21,1
2752,1
885,1
7648,0
917,1
1040,1
7971,0
7488,0
1265,1
4579,0
7577,0
8146,0
277,1
5084,0
2084,1
1245,1
2382,1
571,1
1435,1
3902,0
5089,0
1247,1
6591,0
4681,0
3526,1
6557,0
2514,1
5445,0
1007,1
4770,0
6508,0
4543,0
6618,0
7582,0
2064,1
5352,0
6923,0
1690,1
7556,0
7954,0
5343,0
1985,1
294,1
1547,1
2012,1
588,1
3329,1
2403,1
2129,1
3998,0
7665,0
3741,1
3508,1
7507,0
2719,1
4521,0
5150,0
7977,0
7988,0
556,1
6276,0
7037,0
4795,0
2469,1
3738,1
4286,0
7214,0
5289,0
1716,1
2604,1
7227,0
1704,1
6496,0
2139,1
3239,1
2383,1
4311,0
1285,1
8214,0
6951,0
7826,0
3930,0
6183,0
5985,0
6649,0
1591,1
8218,0
7764,0
2162,1
2396,1
317,1
6367,0
7859,0
3111,1
5233,0
6998,0
5068,0
4036,0
795,1
3020,1
1711,1
3387,1
36,1
4549,0
913,1
5721,0
5295,0
3972,0
5370,0
6471,0
4133,0
974,1
983,1
7154,0
1418,1
1560,1
4135,0
5582,0
6987,0
4265,0
1355,1
5016,0
8262,0
987,1
2682,1
5047,0
1640,1
1290,1
3681,1
1380,1
1933,1
4675,0
7367,0
3160,1
2030,1
892,1
4876,0
4069,0
4255,0
2,1
7257,0
2109,1
849,1
2737,1
2466,1
1914,1
1596,1
5872,0
1913,1
5139,0
8232,0
5640,0
2736,1
726,1
53,1
1796,1
3845,0
6007,0
8398,0
2553,1
2800,1
936,1
7225,0
824,1
4321,0
3401,1
1389,1
3564,1
884,1
5429,0
5703,0
5690,0
4867,0
6707,0
6369,0
1868,1
5181,0
10,1
3415,1
5421,0
1463,1
806,1
7145,0
8378,0
4068,0
2108,1
8049,0
2041,1
2234,1
963,1
4494,0
2632,1
6094,0
704,1
431,1
4388,0
6077,0
145,1
6467,0
2033,1
7635,0
1165,1
3500,1
2050,1
3760,1
2624,1
4484,0
4435,0
6982,0
6800,0
4361,0
2424,1
1262,1
1771,1
3511,1
271,1
4792,0
4843,0
244,1
8358,0
4572,0
2032,1
8072,0
6929,0
813,1
6010,0
3810,0
5727,0
8460,0
7116,0
1804,1
7438,0
4346,0
2461,1
545,1
3241,1
738,1
310,1
3521,1
1131,1
5545,0
492,1
4111,0
2769,1
920,1
8241,0
3587,1
6640,0
3959,0
38,1
4459,0
4278,0
2983,1
5290,0
130,1
5217,0
8427,0
2667,1
3223,1
1182,1
7948,0
614,1
8412,0
1466,1
4497,0
3042,1
934,1
2419,1
5085,0
7901,0
6737,0
7104,0
4822,0
826,1
1521,1
2930,1
4232,0
628,1
4430,0
3853,0
390,1
4345,0
8372,0
5913,0
3990,0
400,1
4806,0
5135,0
7082,0
3359,1
46,1
5657,0
488,1
3993,0
3642,1
3726,1
8019,0
5208,0
6609,0
5319,0
709,1
2421,1
5604,0
1750,1
8450,0
7891,0
4062,0
8252,0
338,1
215,1
3663,1
1341,1
8009,0
5616,0
3894,0
3640,1
329,1
6896,0
3004,1
4090,0
3115,1
8343,0
2322,1
6667,0
4197,0
3549,1
1458,1
171,1
4203,0
7336,0
3569,1
4226,0
5158,0
7148,0
6185,0
7219,0
938,1
60,1
1240,1
5760,0
5136,0
7320,0
6856,0
2120,1
1524,1
153,1
6344,0
481,1
6122,0
4460,0
3920,0
1762,1
750,1
1785,1
7284,0
6212,0
4501,0
4853,0
2711,1
6766,0
7084,0
4193,0
1333,1
7798,0
6887,0
2854,1
186,1
1136,1
7767,0
2058,1
7344,0
7338,0
148,1
4124,0
4889,0
8312,0
3363,1
4788,0
2866,1
3776,1
1386,1
5941,0
3067,1
7247,0
5695,0
3629,1
7876,0
4797,0
3028,1
2969,1
7608,0
1708,1
2953,1
454,1
6136,0
7324,0
6411,0
609,1
4263,0
4826,0
7423,0
2074,1
4052,0
8319,0
1622,1
4683,0
5497,0
5796,0
7669,0
40,1
5475,0
2089,1
3924,0
2175,1
74,1
8139,0
3798,0
2657,1
3180,1
2076,1
441,1
8141,0
2051,1
2541,1
1301,1
8054,0
3430,1
1304,1
236,1
7302,0
2599,1
4616,0
2573,1
3280,1
3186,1
3953,0
2768,1
4831,0
4223,0
2106,1
2679,1
2761,1
4688,0
5399,0
1387,1
2901,1
7924,0
7046,0
7531,0
8333,0
5000,0
5853,0
1279,1
7816,0
804,1
6404,0
1555,1
8107,0
3190,1
4566,0
4802,0
8242,0
4841,0
3594,1
6035,0
6852,0
6958,0
1920,1
513,1
4177,0
6843,0
1308,1
5667,0
914,1
3452,1
3695,1
4242,0
3156,1
2198,1
774,1
4425,0
6150,0
6097,0
943,1
822,1
6878,0
5005,0
6612,0
4277,0
164,1
5619,0
4547,0
3983,0
2538,1
6957,0
3191,1
1311,1
5207,0
7963,0
5383,0
7304,0
8124,0
6722,0
3300,1
3310,1
6904,0
327,1
5886,0
2490,1
8451,0
6103,0
5954,0
8200,0
4408,0
832,1
3079,1
3462,1
5297,0
7670,0
54,1
6230,0
4064,0
3451,1
6305,0
1901,1
1481,1
4873,0
4895,0
4150,0
7068,0
3335,1
6016,0
4926,0
946,1
5797,0
3293,1
2161,1
8350,0
5083,0
7754,0
7414,0
3057,1
5490,0
6733,0
768,1
2065,1
3495,1
285,1
1500,1
4524,0
7791,0
2332,1
2717,1
2079,1
3389,1
722,1
951,1
7626,0
2262,1
989,1
3212,1
1759,1
7410,0
4422,0
6704,0
5479,0
1724,1
5182,0
7834,0
341,1
3701,1
4243,0
688,1
3432,1
5203,0
4944,0
966,1
3120,1
7914,0
2203,1
2713,1
4757,0
5098,0
7713,0
8011,0
7717,0
5280,0
5975,0
3572,1
4805,0
5299,0
1990,1
4120,0
4759,0
7939,0
5298,0
7650,0
4971,0
954,1
5034,0
6783,0
3600,1
6490,0
7993,0
474,1
7222,0
385,1
7638,0
7995,0
536,1
6387,0
8170,0
5032,0
4212,0
6456,0
3507,1
201,1
1332,1
7112,0
3502,1
2708,1
6030,0
5031,0
6514,0
4662,0
4021,0
1854,1
7828,0
2872,1
3030,1
1205,1
6563,0
1645,1
3417,1
3476,1
7368,0
2861,1
1792,1
5526,0
6922,0
3797,0
3368,1
3367,1
3533,1
7196,0
7677,0
5109,0
6024,0
3449,1
603,1
3056,1
7615,0
126,1
5959,0
3876,0
2935,1
5443,0
7151,0
4451,0
7147,0
3531,1
2730,1
827,1
1639,1
8403,0
984,1
3281,1
8468,0
2188,1
8067,0
2443,1
362,1
2349,1
345,1
814,1
6166,0
4807,0
3205,1
7277,0
2919,1
5961,0
3325,1
4106,0
7835,0
2116,1
1834,1
793,1
1955,1
6898,0
2674,1
94,1
4225,0
3756,1
2891,1
2371,1
7547,0
7254,0
7765,0
3228,1
6158,0
8431,0
6359,0
5996,0
7476,0
7807,0
6028,0
2853,1
8103,0
2912,1
1865,1
5754,0
4612,0
1857,1
2645,1
2243,1
5373,0
2336,1
950,1
7689,0
3068,1
1120,1
2597,1
2204,1
419,1
922,1
1254,1
477,1
2035,1
8061,0
5788,0
5742,0
7182,0
5567,0
6697,0
1202,1
6534,0
2626,1
5765,0
8320,0
1970,1
3110,1
4018,0
2151,1
3687,1
4916,0
1997,1
4033,0
4598,0
3054,1
1248,1
2192,1
2712,1
992,1
2190,1
4670,0
5142,0
5984,0
6565,0
3762,1
6943,0
3597,1
4711,0
1318,1
1863,1
2343,1
2449,1
2136,1
1065,1
5868,0
600,1
4227,0
2621,1
77,1
2898,1
6148,0
4820,0
1314,1
8437,0
5947,0
6413,0
7642,0
872,1
3850,0
5468,0
5951,0
3643,1
2965,1
3391,1
5415,0
2560,1
1570,1
2635,1
5256,0
3530,1
375,1
1908,1
4429,0
7572,0
7653,0
4027,0
6461,0
1604,1
1118,1
3677,1
3490,1
2038,1
6039,0
2958,1
1994,1
2824,1
7606,0
2376,1
8020,0
1342,1
320,1
1619,1
3713,1
8015,0
2060,1
8456,0
2219,1
1673,1
6038,0
260,1
7732,0
2039,1
4785,0
901,1
3744,1
6402,0
2026,1
6988,0
4234,0
1917,1
1828,1
1573,1
4415,0
4749,0
6233,0
7678,0
4654,0
6283,0
4208,0
4627,0
224,1
723,1
7853,0
6979,0
1141,1
5529,0
6469,0
5764,0
7809,0
5554,0
7193,0
5511,0
2762,1
846,1
4289,0
5560,0
6717,0
5042,0
6117,0
2551,1
5725,0
2928,1
117,1
645,1
5966,0
3,1
4170,0
5851,0
467,1
5,1
5342,0
919,1
2595,1
4324,0
1063,1
